label	text	is_valid
positive	Okinawa concert is going to air on 1 nov. Hope someone will record it. I would love to see seunggi & shinhye :)	False
positive	Also excited to see SimCity and BF3 Armored Kill during the @EA conference tomorrow	False
neutral	@akumakata kenot. Same night. Am doing Java Jazz for sure. Can always catch the Foos some other time. The jazz greats? Not likely.	False
positive	I like this outfit so much I want to wear it tomorrow instead of dressing up for America Day.	False
neutral	We hit @MartyrsLive with March Fourth Marching Band next Saturday! Scoop up tickets while they are still available: http://t.co/pnU6ZpvC	False
negative	A 5th grader just told me she got ISS today when I asked her why he told me that she told her teacher that she had a big butt...	False
neutral	I expect to see Danny Carec James Haskell involved in the 2nd test.	False
negative	I really dont want to go to ISS tomorrow... -_-	False
neutral	A Red Carpet for Radicals at the White House  by Steve Emerson and John Rossomando IPT News October 21c 2012 A... http://t.co/kGcWHS9J	False
neutral	@FantasyGaffer got a suggestion for a GK tomorrow that doesnt cost over 5.6 ?!!. I want to replace Krul.	False
negative	Bharatiya Janata Party (BJP) national vice-president Gopinath Munde on Sunday refuted rumours that he was going to join the Congress.	False
positive	Looking forward to going to Carrow Road with my brother tonight #coys (he mustve forgiven me for my behaviour at White Hart Lane in April)	False
positive	Im loving all the Bond films on Sky anytime. Im on my 4th of the day	False
negative	Cant sleep...watching Stevie TV for the 4th time tonight @stevieryan	False
neutral	@nbcnews will the NYSE and Nasdaq be open tomorrow	False
neutral	Late Friday meet was just to clear airc says BJP a day later: Sources said the rumour about Gadkari quitting might have started...  #News	False
neutral	Rush Limbaugh RBI Big Krit Halo 4 #SometimesYouHaveTo Is Lamar Odom really going to the D League ?http://t.co/AtJiGqfQ	False
positive	I just peed myself: Anthropologie to open Knoxville store http://t.co/HRqbR35x	False
neutral	Diana: A Celebration ends June 10th at the @mallofamerica; make sure to see the collection before it leaves! http://t.co/O5WeDZwX	False
neutral	Clocking that marshal in the head with his opening tee shot clearly rattled Harris English. Took him 2 holes to drop from 4th to T26.	False
positive	PM ready for reply on coal blocks: Congress: New Delhic Aug 22 (IANS) With the Bharatiya Janata Party (BJP)... http://t.co/VoO1DVEw	False
positive	Who wants to to a Knoxville ice bears hockey game with me November 9? #yaknowyawanna	False
positive	Tomorrow is the Big Day! Discount Prices on Botox and Juvederm! Call and make an appointment! http://t.co/L82XnY9P #botox #juvederm #madison	False
negative	Im sitting home on a Saturday night watching Silent House with my parents. #looooser xP	False
neutral	Red Band End Of Watch Trailer Arrives: Gyllenhaal and Pena vs. the world Back in early Mayc the green band theat... http://t.co/zOD5OsiK	False
neutral	I forgot GG was released on PSN today. Ill get it tomorrowc one more day of missing 10+ years of competition wont kill me.	False
positive	COME TO THE CLUB MONDAY NIGHT! Hope to see you there! OPEN MIC NIGHT 6:30 - 9 PM at IGUANA located at 240 W 54 Stc NYC http://t.co/TXqjxfqH	False
positive	Exciting game Fri nite Wildcat football...not ur fault it was not a win...mayb this wk...Go Cats	False
neutral	@erin_hanson if it makes you feel any better CBC national is doing a feature on the Kinder Morgan pipeline Wednesday night. #defendourcoast	False
positive	Just claimed a sandwich after the employee explicitly called outc Cheese Trifecta for Demetria! not my name or my order so happy tues guys	False
positive	@kendricklamar  Listening to the album right now c for the 20th time lol c Im on Poetic Justice now	False
positive	@djjanice891 hi there DJ janice.. can you play COLD SUMMER NIGHTS by Francis M. in way back wed.? this is for you STARLIGHT.. :)	False
positive	New favorite Below the Cherry Moon (from coming albumc Brighterc out March 5th 2012) by whomadewho http://t.co/Dfbpeujd on #SoundCloud	False
neutral	We are in search for Trade Sales Manager in Muscatc Oman. If interested you may APPLY @ http://t.co/V3WQuSkM	False
positive	@brandonivm I recommend going to see Behind the Mask at Laguna Hills Mall on the 30th :) http://t.co/e6Oo2MDu	False
negative	WRITER #MOTIVATION: Dr. Seusss 1st book was rejected by 43 publishers before it was accepted by the Vanguard Press. Dont give up	False
negative	I missed it :(( QT @soOsuh_ditty: i have got to remind myself to watch Stevie TV every Sunday. I was dying.	False
neutral	@SexSlaves at Irving Plaza NYC July 21. Chexk out the poster: http://t.co/Wn5wwnoe	False
negative	Silent House may be full of stupid choices that might make you stop caringc but its highly effective at building... http://t.co/IiJtwWsf	False
negative	Harris Englishc a #pgatour rookiec playing in his first @THEPLAYERSChampc started his Saturday by plunking a marshal on the head #ouch	False
neutral	Express Front Line with Kamran Shahid International Day of #Women 05 March 2012 #Pakistan #MQM #WomenPK	False
neutral	World Music Festival Rocks City Saturday: Maria Muldaur headlines the day-long eventc which bring French G... http://t.co/7iBd9qL0 #jazz	False
positive	Happy Friday everyone. It is 07.48 in South Africa. A great day to all and enjoy a super weekend :)	False
positive	Sat here on my birthday listening to @foofighters - would be great to get a shout out from you guys - Dave Grohl = Legend!!!	False
neutral	Marvels Phase Two Kicks Off with Iron Man 3 Trailer on October 23rd http://t.co/0i2T0iTo #Featured #Hype #MovieNews	False
neutral	Creighton VB winsc 15-8 in the 5th set. Jays now 9-1 (1-0 in MVC) and have HUGE match vs. Wichita State at 6 pm tomorrow.	False
neutral	Huge business trip for the team. Match in Philly tomorrow at 7 against Drexel	False
negative	Watching Friday After Next on VH1 sucks... Every other damn word is bleeped out. We all know what it really says. Just let it be. Damn	False
positive	Another day of ISS tomorrow. It wont even that bad.	False
neutral	Shaq Morris narrowed his list to Wichita State and Oral Roberts. He said he will likely make a final decision Monday. #shockers #mvc	False
positive	Directioners! Little Things video will be out at 8pm UK time tomorrow. Which means it will be 1:30am in India :) Ill be travelling! :(	False
neutral	During nap time I will: watch the end of Hart of Dixiec set up Activity Corner for tomorrowc & study more genetics stuff. #hotdiggitydog	False
neutral	Edsall gotta play the Gregg Williams tapes in the locker room before the game tomorrow.	False
neutral	@mahesha13 Ying wants to know if you still desire her Competition readers? She can bring them in tomorrow if so.	False
neutral	Tampa Bay Buccaneers vs Oakland Raiders Odds: Find out why each team will cover the spread on Sunday. http://t.co/fnPy1IGs	False
positive	I wish I have the ability to influence everyone to like Rui En hahaa cmon shes so cute	False
positive	Trill young savage finna walk around the crib naked tomorrow tho. Best believe!	False
neutral	I may have just splurged on this: Firefly: A Celebration (Anniversary Edition) by Joss Whedon... #dontjudgeme http://t.co/XVL9Vpvb	False
positive	@martinamcbride Just found out that Justin Beiber is going to be in NYC when you are on Long Island December 7! I know Emma is a fan! :)	False
neutral	@steven_chivingt Yooc I got no school tomorrowc so after work I can get on PSN if youll be on.	False
negative	Its been 2 days since I last listened to #SuperScoreboard & I come back tonight & Rangers Debts is the 1st subject I hear. CHANGE THE RECORD	False
neutral	New Shepard Fairey print: Oh Susannah will be released October 18th via @obeygiantstore .  Check it out! http://t.co/M6WYy6oG	False
neutral	Siapa duduk Putrajaya and can pick me up at the airport this Friday? Kite belanje minyak masak!	False
positive	Looks like my return flight is scheduled for November 9c of course its subject to change. At least Im stranded in Jerusalemc what a city!	False
neutral	@RBKD: This just in: Rui En joins Elvin Ng & co. in CLIF2c scheduled to air 18 Feb 12. Surprise?	False
neutral	NBA league pass till the 6th	False
negative	Drexel classes are cancelled monday and tuesday..now I just need work to be cancelled..	False
neutral	Thinking about going to Henryville tomorrow its been7 months since the Tornado destroyed it. Its my home town I will take pictures	False
positive	Remember peoplec Rui Ens #PoeticJustice will debut on 11 Sept 12. See you again in 1 months time! ;) http://t.co/MrEDLALt	False
positive	Even though we just play Troy this Saturdayc I still cant wait to watch Tennessee play! #truevolfan #gobigorange	False
negative	@badaxx_yella @fAY_PRiSSY @Pretty_tee1992 Whoever it is done pissed Ying and Yang off for the dayc I just pray they make up by Friday	False
neutral	#Logansport school board members got a preview of the districts ISTEP scores Monday night: http://t.co/y99p6vXn	False
positive	omfgc tomorrow at 9 am Im going to order tickets for 1D on Oslo the 7th of May!!!! :D	False
negative	Unforgivable by Christina Grimmie..not quite feeling it yet. Then againc I wasnt quite feeling Safe & Sound til I heared it a 2nd time!	False
neutral	@PresleyAutumn Gay. I know next Saturday I might go to the one in Knoxville	False
positive	Awesome show today with Jimmy Bryson. Tomorrow though we have Trent Anderson and Rhonda Rousey also more REO tickets to giveaway. #listenup	False
neutral	Pic: Jose Mourinho with Sun mingming (Chinese Basket ball player & one of the tallest men on earth.)  http://t.co/t7kuQVKr	False
positive	@davetaylor2112 Hey there David Taylor. Nice to have you along sir. How is your Friday? #mushroomfm	False
neutral	BRIEF-Kinder Morgan shares off 3 percent after the bell: NEW YORKc Oct 11 (Reuters) - Kinder Morgan Inc :  * Sha... http://t.co/WAn9IXi6	False
positive	>> DIRECTIONERS!! NOW WE HAVE TO PROVE THAT WE ARE A BIG FAMILY!!   On Fridayc the movie to be released song... http://t.co/voP1boQW	False
positive	TOMORROW!!!! @ForeverTheDay will be playing at the Strawberry Festival in Watsonville from 11am - 12pm! Come out and support FTD!!	False
neutral	My July 18 Buy recommendation for HF with a TP of KES20 http://t.co/mv17FNBQ	False
positive	Monday is a Moon Day!  Enjoy a sleep-in tomorrow & a little extra rest.  Come to the Workshop with Harmony Lichty... http://t.co/tvkXm886	False
negative	@Jordilass you staying up for Mondays game. Dont fancy our chances with Krulc colo and Tiote missing	False
neutral	Why sit at home Monday night when you can come to YOUNG LIFE?! Tomorrow @ 7:27! #westsalemyounglife	False
neutral	Ward 2 May Have Two Members on the DC State Board of Education http://t.co/6DsUHvgL	False
neutral	@DAISIA__Vu wellllll friday imma be with AJ. Sat imma be with my girls to shopc get nails done && eyebrows. You coming?	False
positive	@Rastafaryebread Im so excited for the Magic game this Friday. We play Denver so dont un-follow me	False
negative	@Vh1India and please Little Things Vh1 premire only on or after sat. Coz where Iam right doesnt show up Vh1 on the TV! :( please sat.	False
neutral	World Briefing | Africa: Mali: Red Cross Prepares Food Aid: The International Committee of the Red Cross said Monday that it had star...	False
neutral	@RiRi779 ...next Fridayc iA! Can you tell me whats going on with VCUs interMSA? How many ISA members are going (if any at all?)	False
neutral	@courtneyolson12 Courtney!! Do you know if that emotion scrapbook thing for health is due tomorrow?	False
neutral	Guy sat opposite me on the train is the spit of Dave Grohl	False
neutral	#DubaiSaturday will be #CollegeFever Nov 3rd. Free be4 12 with College Id	False
neutral	@spenceh95 Phewc Im still on edge after the Wenger out stuff! You going to SJP tomorrow?	False
positive	FCA tomorrow at 7:30 in the band room!!! Breakfast and fellowshipc dont wanna miss it!!! COME!! :)	False
positive	@SarahSilvester3 Hello sweetiec hope your enjoying your hols. Found you on here through E L Jamesc Im half way through 2nd bk after 4days!x	False
positive	May 5. BadHabitz heads to Chesters in Appletonc WI to rock the house. Dont miss this show! http://t.co/mVG3TcZ6	False
neutral	#UFO & #Aliens Black Triangle Sighting in Pompano Beachc Florida on October 28th 2012 - basically it blended wit... http://t.co/nSexv3ah	False
neutral	Look for Mondays edition of The Record for full package of storiesc photos and more about Fridays plane crash	False
negative	I once turned down a performance (David Ruffin style) due to the venue serving pork sliders....like cmon bro	False
positive	WOW i just noticed that Dongwoo and Eunkwang share the same birth datec 22 November 1990. omgyu ma awesome biasseu ~	False
positive	@MuhommadUsman Thanks brother. Honestly speaking saw you 1st time with Kamran Shahid and felt that IK has made so many IKs like u. Keep gng	False
positive	@SLOWing_it_down @The_RealNickG @BriKowalczyk @saraa_tam @bree_our_guest @Muffin_Man20 @Charlie_Vandy I can go to the HF game tomorrow. GO	False
neutral	Per NC State: Lorenzo Brown will have exploratory surgery on his right knee Tuesday to pinpoint the source of the discomfort in his knee.	False
negative	Frustration for Kobayashic Perez in India: Reaction from Sauberc Caterhamc Marussia and HRT after the Indian Grand Prix on Sunday.	False
positive	YES!! Allowed to go to the @onedirection concert in Oslo in May!! :D now all I need is to get those tickets...	False
positive	Went to the strawberry festival with my babe earlier today and now being lazy. Maybe a dinner date tonight to top off this perfect Sunday :)	False
negative	Mizzou Linksc 9-5-12: Holy smokesc its Wednesday already? I havent even posted Bill Carters SELA photo gallery... http://t.co/jOzLwAwq	False
neutral	More NBA tomorrow.. Free NBA league pass till the 6th.. What did I do to deserve this (rozay voice)	False
positive	Ugh I finally got time to watch B2STs 3rd Anniversary with eng sub AND OH MY GOD I LOVE THEM I JUST CANT THESE DORKS KSGHSKJFGHKSFJGSG	False
positive	@hannahlanase08 Only Sofia Andres will go here on Sunday at SM Bacolod. . 5pm. . are you going ? ;) -T	False
neutral	ZE:As Dong Jun and B2STs Dongwoon have been cast for the role of Frank in musical Catch Me If You Can which will be their musical debut.	False
positive	@chuckydbaby @ryandepouw11 Lorenzo Brown over Taylor any day of the week. 65 with just as good if not better skill set	False
negative	I got to piss like a Russian race horse in the Kentucky Derby with a glue trust stuck ahead of him and he in 4th place	False
negative	IEBC is ready for 4th march electionsc the electoral body should not be used as an excuse to delay polls says Chairman.	False
positive	@AW_ER_THE_PLACE  hey Pamela! Off to Oslo tomorrow then Canada after that! We will get that drink one day!	False
neutral	@OMG_SheLoca did ms zepp say she wanted us to bring in those dixie cups tomorrow	False
neutral	#News PlayStation Network maintenance on October 15: Services going offlinec possibly to make way for the new PS... http://t.co/MXY7CHum	False
neutral	Show in Troy tomorrow come and see me say you saw the facebook post and get 10% off your purchase.  3179... http://t.co/p2HMrerD	False
neutral	Striker Louis Saha signs a one-year deal at Sunderland and could make his debut at Arsenal on Saturday. http://t.co/shy7UyVA	False
neutral	WILDCAT WORKOUT OCTOBER 31st in the old gym at 7pm!! #FVSU RRTT	False
neutral	Igor Sechin: Rosnefts Kremlin hard man comes out of the shadows | Business | http://t.co/WH90b1NQ http://t.co/xbPmNYtA	False
negative	@Jmanziel2 instead of watching Lorax pregamec try Friday Night Lights. Tim McGraw can beat the fumble out of you	False
positive	@Dempsey1888 @kcommons15  FFS...Glad I dont read the Sunc lol..Great minds and all that...haha ps: He has a point tho. Sky is the limit #HH	False
positive	Good morning!!  The sun is brightly shining in East Yorkc its going to be a great day!	False
positive	Realising the Brighton game is on Sky tomorrow has made my day #BHAFC #misstheAmex	False
negative	@KelBel_x0 1st and 10c ball on the WSH 34-yd line. Griffin back to passc looksc moves around-HERE COMES JUSTIN TUCK and DOWN GOES RG3 :/	False
neutral	DSTV dumps VH1 from 13 November and replaces it with the VH1 classic channel. Something tells me (cont) http://t.co/i6CapNk1	False
positive	For the adorable and loveable manc Song Joongkic Happy 27th Birthday!	False
negative	I just cried over a dead badger named Shreddie on Animal Planet. Another tough Friday night.	False
neutral	@McIlroyRory has worn the same two shirts during the 3rd and 4th rounds of the @WellsFargoGolf that he wore during the Honda Classic	False
neutral	Idc im still gettin payback...a week it is..startin tomorrow	False
neutral	@em_fost 3rd floor ISAT on the roof youll see it when you walk up the stairs its on the right	False
neutral	Another Saturday at the office! Leaving soon though    its cold in here! (@ Kinder Morgan (Former El Paso Corp.)) http://t.co/Rom2wGrH	False
neutral	@TheShannonBurke after @immandaschmidts call I foresee the jackals lining up for studio visits on Thursdays.	False
positive	ISATs tomorrow. Make it or break it for North Georgia. Getting a good nights sleep tonight.	False
positive	My 1st tweet ever was 2 Andrew Breitbart.Asked him to make fun of Michael Erik Dyson 4 his pretentious profile pic. He didcit was awesome.	False
positive	Oxygen & VH1 get the MOST ratings on Monday nights. . . Lol we aint playing no games I cant wait till tonight	False
neutral	Yesterday I asked Maria where the candy was and sshes like ill get it tomorrow when all the candy is on sale #ghetto #candy	False
positive	DMV I will be Performing LIVE @ DC Star this Saturday w/ Big and the Band shout to Sunshine + Bennyt	False
positive	Dont forget FCA wont meet tomorrow morning. We will just meet after the football game on the field with SAHS FCA. #dontmissit #freepizza	False
positive	@LukePlunkett I agree with you re: Tomb Raider box art. May be an encouraging sign? Too early to tell. But stillc classy.	False
neutral	Prolly go too the VCU game Next Friday.	False
neutral	87-85 sounds like the 3rd quarter score between Warriors and Suns not the final.	False
positive	Its all about REPTILES THIS Saturdayc November 3rd!  Meet Animal Planets GATOR BOYSc enjoy live venomous... http://t.co/JurhGwTV	False
neutral	Me: ma? Ma: yesc love bug. Me: wyd? Ma: grilling with shanney and april. Me: at 10:30? -___- AT night. In Memphis.While Im in Knoxville..	False
negative	Costa Concordia accident: Ships owners say the captain may have committed errors   - Breaking News Buzz http://t.co/M5IgiM3R	False
positive	Feet First has #PrincetonTec headlamps! Hope to so you all at the Young Life 5k Saturday.	False
neutral	World Music Festival Rocks City Saturday: The next dayc she hit Alameda to poster the In the days leading up to ... http://t.co/7k05s6V8	False
positive	@simcity Will doc also I cant wait to see the SimCity team on Tuesday	False
positive	Is anybody going to the Strawberry Festivalc in Leicestershire... i will be painting there live on the friday and saturday	False
positive	~on ISTEP i passed math but not english O well i am going to the 9th grade WOOOOOOOOAAAAAAAAAAAAAAAAAHHHHHHHHHHHHHHHHHHHHHHHHH	False
neutral	Nine Goa Congress legislators want to join us: BJP: Panajic Oct 31 (IANS) Goas ruling Bharatiya Janata Party (B... http://t.co/YRYQMUcr	False
negative	In my David Ruffin voice Oh its Sunday? wellc I guess I aint gon be there then.	False
neutral	Intro to fast pitch pitching lessons at SPC. We have a spot available in our Wednesday class from 5-6 PM the cost... http://t.co/8pe0EtnI	False
positive	Ladies will have a free day tomorrow. Hope they enjoy rest of their time in Okinawa. #miss2012	False
positive	Finally saw the Stevie TV promo! I am so proud of youc @StevieRyan!! (March 4thc VH1)	False
negative	Missing Saturday morning #epl fever. Gonna miss it for another year at least! I blame the boardc Roger Johnson and the hapless defence #wwfc	False
positive	Happy Birthday Wilt Chamberlain may you rest in peace	False
negative	My suicide note would be the picture of Mark Martin that I kept in my wallet in 7th grade.	False
negative	Of course Im not home when my team in town  :/ @SteveyC16: Knicks vs Celtics preseason game in Albany this saturday....who going??	False
positive	Amazing that Derrickc on his 28th birthdayc gets called up from the D League to an incredible franchise like the San Antonio Spurs.	False
negative	If Plant City didnt have a staples i dont know what i would do with my Friday nights.	False
positive	TODAY - is the annual Marijuana March in Toronto! Happy Weed March everyone in Toronto and of course all... http://t.co/2B5dp6LW	False
neutral	@CaoDiane Or do you want to wait for tomorrow so Vanessa can hang too?	False
neutral	some Big Bangs fans has been spending the nights at Stadium Merdeka since yesterday... YESTERDAY...... and the concerts tomorrow...........	False
neutral	Tennessee game Saturday with @King_Gunter :)	False
neutral	Anyone going for All Saints Day mass tomorrow at HF ?	False
neutral	Question Time comes from London tomorrow night wth Jerry Springer and David Miliband amongst those on the panel: http://t.co/CQOsl5L5	False
positive	Its National Bieber Dayc hes 18. I love @justinbieber. I just wanna say #HappyBirthdayMyKidrauhl follow me on your birthdays #BELIEVE #2	False
positive	Yesc it is us:  Black Triangle Sighting in Olmsted Fallsc Ohio on October 12th 2012 - Triangular sape... http://t.co/p7dDl5yp  #aliens	False
positive	I just had a fantastic meal at the lovely Vanessas house! <3 Then off to the middle of nowhere aka New Hampshire tomorrow!	False
positive	Diana: A Celebration is officially OPEN to the public! Our hours are 9 a.m. to 5 p.m. todayc 10 a.m. to 5 p.m. tomorrow.	False
neutral	@bbcquestiontime From this performance it is obvious why David Miliband comes up 1st when you google Miliband! #onetowatch	False
neutral	@espadrilla ill be going to Putrajaya n Serdang on 21st of November. for 12 days.	False
neutral	PSN Tuesday: Assassins Creed 3c Okami HD:  You can buy all the Assassins Creed you can handle on PSN tod... http://t.co/rBMWrtpC _ _!)	False
positive	@DigitalSLG Wellc on the bright sidec you may end up with the 5DMK III with a discount.	False
positive	Happy Friday! We do believe in Magic? What about you? http://t.co/via3HM34	False
negative	Silent house was assc when a stranger calls was assc the woman in black was ass and Friday the 13th is also ass	False
neutral	Whos going the homecoming game Friday ? Brookwood vs central ^_^	False
neutral	Panasonic Eluga getting Ice Cream Sandwich update:  Panasonic may have all but pulled out of the European smartp... http://t.co/MKAAW0pW	False
neutral	@BoneCrusher57 Yeah Im likec 20 minutes from West Liberty. Text me the name of the stadium tomorrow. Ill put it in my GPS.	False
neutral	Steve Emerson on SUN explains the riots and real motives http://t.co/lSUSi3Zq	False
positive	So cycle fan tweepscwho is going to win the mens race tomorrow then? I reckon Phillip Gilbert or Tom Boonen (swoon!)	False
positive	Watching The Kandi Factory with Viggle Mon | 3:30PM | Bravo HD  Get real rewards just for watching TV. #TheKandiFactory #viggle	False
positive	@owyposadas see you on Monday!!! SM Bacolod!!! woooohhhh	False
negative	@KarlousM fuck w/ the pack at jett lounge on Friday if u off...u know i got ya	False
positive	Joaquim Rodriquez may have missed out on the pink jersey but he is top of rankings by over 700 points from Tom Boonen #procycling	False
positive	@YingUllmann Whatever plans you may have with your familyc have a beautiful weekendc Ying! #FF	False
positive	Roger Johnson looked good on Tuesday. Looks like he wants to play for us now. Hopefully hell show why we paid the money for him! #wwfc	False
neutral	Battlefield 3c Open Lobbyc Rats Clan Xbox Live Serverc Sunday 9:30pm GMT.  ...bring the rain.	False
neutral	@FrencHMonTanA: DMV I will be Performing LIVE @ DC Star this Saturday w/ Big and the Band shout to Sunshine + Bennyt	False
neutral	Dont forget tomorrows Girls Night w/Tia & Tamera 9e/6pc Girlfriend Confidential:L.A. 10e/p & Chelsea Lately with Kristin Chenoweth 11e/8p	False
negative	:( dk why but the 3rd hospital file not working for me. Gotta try download from HF instead	False
neutral	@ZakAdamz decent that bruv n Im looking the Espanyol game in jan the 5th or 6th ..	False
negative	Mark Martin by far the most unluckiest Nascar driver of all timec 2nd 5 times in points & the heartbreaking 07 Daytona 500.	False
positive	-Saturday night be at the Barack Shrine in Monroe ! #TeamLCF gone be in full affect ! #GSU #JSU #ULL #ULM #LaTech #LetzGetIt @LaCollegeFest	False
positive	@Yo_BFKeeper Haha just like me.! We both got sent to iss on a Friday	False
positive	Friday Night lights:   West Liberty 21 Mediapolis 56  Pulling for you Comets!	False
positive	Liked the Noesen/Rakell/Wilson line tonightc although they faded a bit in 2nd half. Connor Carrick (WSH) and Garret Meurs (COL) good too.	False
positive	@mar_mermaid I love you Maria :* you have to text me tomorrow I have to tell you somethingc you might pee your pants c just a warning xoxox	False
neutral	Notions that the gap between the rich and poor in South Africa is widening is a farcec SA President Jacob Zuma said on Thursday.	False
negative	Remember when I sat through that horrible show Breakout Kings just because T-Bag? #worthit	False
negative	Ps sat by Roger Johnson in restaurant and looks like hes upped his drug abuse to crack judging by the look of him #wwfc #DohertyInDisguise	False
neutral	Before he was Dr. Seuss Theodor Seuss Geisel was an ad guy: http://t.co/MR16q4kf What was your 1st job? http://t.co/pL4RaN8R #MyFirstJob	False
positive	Oii @premierleague make Martin Atkinson referee for #CFC vs #MUFC clash on 28th. Thanks <3	False
negative	Im at a sweet 17th party nowc n saw someone that looks like Song Joongki. Omo! Too badc hes younger than mec ahahah.	False
positive	And Rhonda Rousey has officially won by armbar..for the 6th time. 6-0.	False
neutral	Irving Plaza NYC Blackout Saturday night. Got limited spots left on the guest list. Tweet me why you think you deserve them	False
positive	Looks like its going to be an interesting 4th    End 3: Brandon 14c Plant City 12	False
negative	Kurt may have been drugged again with Rohypnolc possibly in the Root Beer can found at the scene. After he was incapacitatedc the murderer	False
positive	I really do love cous cous but boy it goes bloody everywhere. I blame Clarksonc Hammond and May for the distraction.	False
neutral	Despite rumors that Sandy will close down @UMMorrisc Kremlinc & Houses of Parlimentc it appears well still have classes tomorrow. Sigh.	False
negative	Anyone going to the Romney rally in Fairfax on Monday?? Really wanna goc but no car. Help!? @TeamRomney	False
positive	Caraway wins by sub in the 3rd but I still think Rhonda Rousey could beat him. #GFYH #thaoshow	False
neutral	Tottenham v Wigan: Match Preview::  Tottenham and Wigan are set to meet at White Hart Lane this Saturday as the ... http://t.co/hCcGRbLu	False
neutral	@maddow Ole Miss band is fired up for rousing verion of Dixie next Tuesday night-wanna sing it Rachel?	False
neutral	@sfj Making a Spotify list of albums you mention in your @frank_ocean piece.  Cherry Moon stk or Sign O the Times Princes 7th album?	False
positive	So pumped for no school tomorrow and sleeping in and even more excited for the hooch Tennessee here I come!!	False
neutral	Kathy Walsh has Kentucky Derby winning jockey Mario Gutierrez in the irons on Thursday October 11th when Duke... http://t.co/V3hN4C0y	False
positive	More primary filing messc Timmonsville is at it againc and more 7th Congressional interviews. Thank God it is Friday! #flosc	False
positive	Just heard my bud @familycycling rode with Tom Boonen @specialized yesterday. #tourofcalifornia goes off Sunday	False
positive	@ScottPorter I LOVED the episode!!! Can;t wait until Hart of Dixie returns November 13th!!	False
neutral	NBA league pass is free until the 7th !!!	False
neutral	@dannychoo When Douglas Adams wrote Restaurant At The End Of The Universec he may have had Japan in mind. #HHGTTG	False
positive	Andrew Breitbarts 1st site was Big Hollywood. He risked every penny he had to promote right-of-center artists willing to help themselves.	False
positive	Im gonna dress up as the Burger King Man to make Courtney happy on Friday :) lol #soserious	False
negative	Whats are the odds Timmonsvilles town council has a meeting today? Havent met since Tuesdayc so they are overdue. #tville	False
neutral	Theres still time to get your tickets to the Indie Designer Fashion show this Saturday confirmed guest Erica Mena of Love & Hip Hopc Mainoc	False
positive	I just saw the breaking dawn part 2 trailer and me and Courtney are definitely going to see that shit November 16. 100%	False
neutral	Who else thinks that the Little Things video that premieres November 2nd is gonna beat Justin Biebers record?	False
positive	CANT WAIT TO GO TO THE BULLS GAME SATURDAY! weeee my first game of the season and papa got me some killer seats!	False
neutral	This saturday its time for some classics in Cherry Moon. Remember tracks like G-Modec Sacred Groundsc... ? Me... http://t.co/OmwRw6Da	False
positive	interview w Arnie on dinner in Mexico with Wilt Chamberlain and Andre the Giant-mighty collection of foolsc but admit youd love to the 4th!	False
negative	Templec Drexelc Pennc NY SDc state of NJ - closed for Monday and Tuesday. Philly SD? Still thinking about it. #thatmakessense #noitdoesnt	False
positive	@lyla95 I put it on my laptop a while backc I thought it may be a little boringc but its surprisingly notc plus its hosted by Hammond;)	False
neutral	Phinsider Week 8 Picks: Thursday Night Football continues tonight with the Tampa Bay Buccaneers facing the Minne... http://t.co/n7XOsBx5	False
neutral	SPC places parts of central & eastern NC in the Slight Risk category for strong to severe storms with possible damaging winds on Thursday.	False
positive	Whats the odds of waking up in shotton on a Sunday morning in a gypsys caravan? Mad night!!!!	False
neutral	My 1st pd tchr a newbiec let me see if I can skip the ISS room & go straight to class	False
positive	@Women_Of_Christ: Jesus died for youc knowing you might never love Him back. THAT is true love. Try wed night game at SJP in jan true love	False
neutral	@Ahmad7_ come tomorrow? or do you have east york?	False
neutral	Henryville vs. Charlestown volleyball game Tuesday!! Whos going?! #AtHenryville #GonnaHaveADJ #CancerNight	False
neutral	@RetroCR How much is Retro City Rampage? on the Playstation Networkc I need to know since Im purchasing a PSN Card tomorrow and need to know	False
neutral	Dongwoo had a stash of bubblewrap in his bedroom & stopped Gyu from throwing it out coz he wasnt done popping it yet? LMAO! New 2nd bias!	False
neutral	Apparently some dude called Shepard Fairey has a show on 2night? Drop by Blackall studio 1st if you missed the #imaginaryfriends show launch	False
neutral	Nitin Gadkari cans Himachal poll campaign: Sources close to Gadkari said late Monday night that the cancellation... http://t.co/WxJsPWXu	False
positive	@kevindixie you may as well write ooooh look I got some free stuff Dixie your such a ponce!	False
positive	@StanCollymore Espanyol vs Barcelona on 27 September - 15 mins with Barca scoring a pen in the last minute to win	False
positive	Carlos Cuellarc Louis Sahac Adam Johnson AND Steven Fletcher? They may have had the best summer besides Chelsea.	False
neutral	Nasdaq follows New York Stock Exchange by announcing it will reopen tomorrow after Superstorm #Sandy kept them closed for two days	False
positive	Kristin Chenoweth says she is glad to be in Bethlehem for Saturday performance http://t.co/FlIYRZ8f	False
positive	Unobscuredc the sun will shine again! Stand In Your Anointment - This Too Shall Pass! See Trailer & where to buy book http://t.co/x3mik7uc	False
positive	@mtracey Flukes famous for something said about herec not anything she did. Weird they had her scheduled to speak in the 1st place.	False
positive	Monarchs II 2 v 1 Madras goals from @kendo_22 and Capt. Teare in the 2nd half gave the second team another great win #midland #hockey #fig	False
positive	Got a vibe that the MVC is going to be happy with NCAA pairings tomorrow. 3 will get in and Im starting to think Wichita St will be # 4.	False
negative	Ok Dongwoos fansite is not accepting new members right now...need to register on the 11th	False
