Id	text	Expeccted
4259	"O hotel em geral é muito bom. Os quartos são amplos, contêm microondas, pia e frigobar. O banheiro é bom e o serviço é ótimo. Já o wifi não é dos melhores e o carpete antigo é o ponto baixo da estrutura.
"	positivo
4260	"Este grand mercure possui excelente localização, próximo à esplanada dos ministérios e do lado do Brasília Shopping com diversas opções de restaurantes. Quartos amplos, modernos e limpos. Boa infraestrutura (internet alta velocidade, piscina e excelente academia). O único ponto negativo seria o custo do café da manhã, apesar de ser muito bom mas não vale o preço cobrado.
"	positivo
4261	"Sempre fico nesse hotel, mas agora com a mudança de bandeira de Mercure para Grand Mercure está ainda melhor. Os andares reformados ficaram ótimos, o restaurante e o room service estão com cardápios novos e está td muito gostoso e bem feito, além do ambiente do restaurante estar renovado e lindo tb. A cobertura é super agradável, com piscina , academia boa, mesas e cadeiras p relaxar e vista deslumbrante. O atendimento tb é ótimo, com destaque para Maicon e Cinthia.
"	positivo
4262	"Ótimo hotel. Acolhedor. Funcionários atenciosos e prestativos. Quartos e banheiros limpos. Muito perto do Shopping Brasília. Facilidade para check in e check out. Chuveiro muito bom. Comida boa servida no quarto.
"	positivo
4263	"Elevadores sem qualquer sincronia. Na suite, sofá felpudo o que é bastante anti-higiênico. Um ou dois pontos de luz desabilitados ou com lâmpadas queimadas. TV (NET) da sala funcionando de forma precária.
"	neutro
4264	"O Hotel atende no padrão da rede Mercure, e dispoe de um hall amplo e atendimento satisfatório. Os quartos são confortáveis e com bela vista do Eixo Monumental. Os banheiros são muito limpos e dão boa sensação aos hóspedes. Outro ponto alto é o café da manhã, muito variado e saboroso.
"	positivo
4265	"Atendimento no restaurante deixando a desejar. Esqueceram de preparar meu prato na noite do dia 21 de março. Embora tenha feito check in antecipado, ainda tive de esperar a atendente para verificar os dados.
"	neutro
4266	"Hotel muito bom. Atendimento impecável. Excelente custo benefício porque ainda fica ao lado de bons restaurantes. Super indico. Sem falar que pra que possui o programa de fidelidade da Accor se torna ainda mais vantajoso.
"	positivo
4267	"O mercure Brasilia atende ao padrão da rede mercure. Quarto limpos e confortaveis, atendimento da cartilha. Mas e o café da manhã? Quando reservei não havia nenhuma observação que o café da manhã era pago a parte (R$ 50)!!! o Café era muito bom, mas diaria sem cafe é sacanagem.
"	positivo
4268	"Produto excelente, com qualidade, localização privilegiada em frente ao Brasília Shopping e do estádio mane garrincha. Atendimento com uma qualidade incrível, parabéns a toda equipe do Grand Mercure, vocês fazem a diferença!
"	positivo
4269	"Hotel razoável. Quarto espaçoso mas com móveis um pouco velhos. Banheiro bom, pena que vazou água do box e molhou o piso. Café da manhã fraco. No site de reservas informava a classificação de 5 estrelas. Melhor ficar com apenas 4. Observo que o wifi nos quartos é cobrado a parte.
"	neutro
4270	"O atendimento é muito ruim, os recepcionistas não olham no teu rosto, além de ter pouco para atender. tive vários problemas, tipo: o ar não funcionava , tv não funcionava o piso do quarto quebrado, não existe WIFI (somente na recepção) se quiser no quarto tem que pagar a parte e tem que pagar por aparelho não por hospede... Quando fui reclamar o rapaz da recepção além de não me olhar me disse que tinha que mudar toda tubulação que estava velha e se eu quisesse podia mudar de hotel... (foi o que fiz no dia seguinte. O valor pela estrutura e atendimento é bem alto.
"	negativo
4271	"Hotel antigo, mas muito funcional. Ótima localização. muito próximo aos shoppings Patio Brasil, Venâncio 2000 e também ao Setor Comercial e Parque da Cidade. Quarto confortável e a vista para a cidade é linda. Tem academia, mas é pequena e antiga, com poucos aparelhos, piscina pequena e a TV tem poucos canais à cabo disponíveis.
"	positivo
4272	"Pelo preço não vale á pena. Muito caro com nada demais a oferecer. Tem estilo antigo. Bonito mas pelo preço iria em outro.É intiludado 5 estrelas mas não vi nada que justifique. Voltaria por um valor menor talvez agora pelo preço pago iria em outro mais top.
"	neutro
4273	"O Grand Bittar me surpreendeu positivamente pelo que oferece. Instalações conservadas, limpas e confortáveis. O preço poderia ser mais acessível, sendo que já paguei menos por hotéis mais sofisticados. O café da manhã é simples e gostoso. O atendimento no balcão é um pouco deficitário e, digamos, lento. Cobram 10% de taxa de ""caixinha"" que me assustou quando somado ao valor já considerado alto pelas diárias, sendo que na vizinhança há outros hotéis do mesmo nível e valores menores.
"	positivo
4274	"O hotel ao que parece, algum dia já foi um hotel 05 estrelas. Toda área de lazer do hotel e muito boa e o restaurante também e muito bom. Funcionários educados e prestativos. Boa localização, ficando próximo de alguns pontos turísticos da cidade, como a Torre de TV e o Estádio Mané Garrincha e dois shoppings: Pátio Brasil e Venâncio ( este mais sofisticado onde você pode inclusive comer no Outback). O ponto negativo do hotel certamente é o quarto. Carpete fétido, e pelo amor de Deus, por qual motivo temos uma janela no box do banheiro sem uma cortina? Facilmente as pessoas que passam na rua conseguem te ver tomando banho. Outros problemas são que o ar não gela e varanda não tem luz. Café da manhã excelente!
"	positivo
4275	"Fui surpreendida com um hotel de excelente qualidade. Quartos amplos, impecavelmente limpos, bem decorados, com banheiro espaçoso e ótimo chuveiro. O atendimento perfeito, funcionários mto educados e gentis. Café da manhã completo com opções fartas e deliciosas.
"	positivo
4276	"É um hotel bem localizado. As instalações são confortáveis. O atendimento é bom. Checkin e checkout rápidos e sem complicações. O que não gostei: chuveiro - jato de água fraco e demorado para esquentar; café da manhã - suco de laranja aguado e bolos totalmente sem graça; ar-condicionado - não temos como regular no quarto.
"	neutro
4277	"Dentro da sua categoria um dos mais baratos de Brasília, bons quartos, café da manhã deixa a desejar, equipe de funcioneis atende bem, boa localização, o que mais chama atenção é ontem preço, muitas vezes metade do preço dos seus concorrentes.
"	positivo
4278	"É um hotel tradicional, o recepcionista não foi cordial. Chekin foi rápido, ficamos esperando no elevador e não estava funcionando e ninguém falou nada. O quarto não é tão limpo, mas o que chocou e que tinha um bandeide coloco no vidro do banheiro. Ao chamar a pessoa da limpeza ficou resmungando. A vista é boa, no entanto, os hóspedes fazem barulho a noite pelos corredores. O café da manhã bom. Às vezes as mesas não estavam bem limpas. Boa localização, uma quadra do shopping Nacional. Custo benefício alto em relação aos serviços prestados.
"	neutro
4279	"Tive a pior experiência num hotel em Brasília. Primeiro, pedi pra mudar de quarto ao descobrir que existiam quartos que não tinha carpete. Sou alérgico e o carpete do meu quarto estava todo empoeirado. No segundo quarto, o ar condicionado não funcionou. Me mudaram de novo e, dessa vez, o terceiro quarto não tinha frigobar. É um hotel que deve ter sido bom em anos passados mas, hoje, está em decadência. O café da manhã também é bem fraco.
"	negativo
4280	"Foi minha primeira e ultima vez nesse hotel. quarto 1404 com carpete, FEDE, cheira a animal molhado. Insuportavel o cheiro, me trocaram para o quarto 9003 sem carpete, a agua do chureiro tem cheiro de ferrugem, e sai de lá me coçando todo, com algumas bolinhas vermelhas nos braços e pernas. Recepcionista grosso, parecia estressado, foi uma pessima recepção e com certeza um pessíma estadia. Não voltarei mais. 28/10/2017 à 29/10/2017.
"	negativo
4281	"Já foi um bom hotel mas está bastante decadente. Trata-se de um prédio com 16 pavimentos e apenas 2 elevadores. Um deles está parado aguardando modernização e o outro funciona precariamente. O quarto que me hospedei (1611) tem um forte cheiro de mofo - acredito que proveniente do carpete. O café de manhã que deveria iniciar as 6 h nunca está pronto no horário certo. O restaurante utiliza copos descartáveis e é dificil encontrar uma mesa limpa. O jantar servido e de péssima qualidade.
"	negativo
4282	"Hotel bem localizado, bem dizer ao lado de um Shopping Patio Brasil. Fiquei em um quarto duplo no 14º andar. O quarto é super espaçoso, cama ótima, travesseiros muito bons, banheiro gigante (com banheira e chuveiro separados). Café da manhã bom, com muitas frutas. Vale a pena! Obs.: o espaço da academia não é bom, é pequeno, quente e com aparelhos mal conservados.
"	positivo
4283	"Fiquei em um quarto bem confortável, espaçoso e com varanda com vista para a Torre de TV. O café da manhã é ok, assim como o atendimento na recepção. A única coisa que não gostei foi ter que pagar por fora para usar a rede wi-fi.
"	positivo
4284	"Sempre fico no Setor Hoteleiro Sul por conta das empresas que visito. Foi a primeira vez que me hospedei no Grand Bittar e é realmente muito bom. Quarto confortável, ótimo café da manhã e atendimento cordial. A única coisa que não me agradou foi ter carpete nos aptos. Está na hora de trocar para piso frio
"	positivo
4285	"Bem localizado. Perguntei sobre estacionamento e fui informado que apenas a noite seria disponibilizado o que achei uma falha muito grave. Se soubesse antes teria escolhido outro hotel COM ESTACIONAMENTO. Acabou que meu carro dormiu na rua pois cheguei tarde de uma festa. Quarto com carpete já bem usado, porem limpo. Café da manhã correto para o padrão. Nada demais.
"	neutro
4286	"Fica bem localizado, perto de shopping, bancos, restaurantes e pontos turísticos. O serviço em si é comum, o hotel é limpo e é isso. Bom para quem vem a trabalho no centro da cidade ou a turismo, pois pode ir andando a várias coisas.
"	neutro
4287	"Hotel bom. Quartos amplos e confortáveis. Nada de excepcional. Café da manhã ""normal"" de hotel (no dia o café estava cheio, as toalhas e as mesas estavam sujas, sme ninguém para trocar e / ou limpar). Check-out demorado.
"	positivo
4288	"Fiquei em quarto triplo no Setor Hoteleiro Sul. Quarto grande. Ótimo para dormir e trabalhar. Sem barulho da avenida. Tem varanda grande. Chuveiro demorava para esquentar a água. Café da manhã bem servido.
"	positivo
4289	"Fazia algum anos que não me hospedava no Gran Bittar que na minha opinião era um dos melhores hotéis de Brasília, luxuoso, bom serviço, excelente café da manha. Agora fiquei por duas diárias no hotel e para minha surpresa o hotel se encontra meio caído, os móveis da recepção com tecido desgastado, madeira sem conservação, no quarto também os mesmos problemas. E o café da manhã muito fraco, decepcionante. Uma pena que uma estrutura tão bacana numa localização exçelente esteja tão mal cuidado.
"	neutro
4290	"Com tantas opções de hospedagem ao redor, não vale a pena! A recepcionista mostrou-se bem inadequada! Se eu não tivesse perguntado, teria ficado sem as informações básicas! O quarto, assim como parte do hotel, necessita de reforma: ar condicionado sujo e quebrado; armários com portas quebradas, cheiro de mofo por toda parte! O banheiro é escuro e o pior problema, a meu ver, é que o chuveiro fica dentro de uma banheira antiga. Não há barras de segurança e quase escorreguei por duas vezes! Um perigo! Café da manhã nada convidativo! Conclusão: Fuja!
"	negativo
4291	"Excelente hotel para hospedagem muito bem localizado tem um shopping próximo super indico para quem for visitar Brasília ótimo lugar para se fazer compras atendimento maravilhoso os atendentes muito educados.
"	positivo
4292	"Um bom hotel, antigo, mas conservado, com ótima localização e um atendimento pontual. Seriam ótimas características para selecionar o hotel como uma hospedagem para quem tem pressa, está a trabalho ou precisa de um local com um bom custo-benefício, porém, o café é de assustar... Primeiro porque as opções são muito ruins, com um amontoado de bolos pra fazer volume e nada além do básico do trivial. Mas a decepção se estende para decoração e conservação do local. Nas mesas redondas, desconfortáveis, toalhas sujas, velhas e manchadas. E uma decoração que parece não se renovar desde quando JK ainda circulava por Brasília... Até o bidé no apto seria aceitável se ao menos trocassem as toalhas de mesa e afinassem a limpeza no local do café... 
"	positivo
4293	"O hotel deve ser avaliado em três pontos. O primeiro, referente a estrutura, é bom. O prédio, embora relativamente antigo, é bem conservado, o quarto espaçoso e silencioso, mobiliário novo, TV com vários canais pagos, colchão e roupa de cama de boa qualidade. Os pontos negativos são o ar condicionado, que não pode ser regulado, e o banheiro, que é espaçoso, mas escuro e com um bidê antigo e pouco funcional. O segundo ponto é o atendimento, muito cortês e eficaz. Os funcionários são atenciosos e prestativos. O terceiro e último ponto é o café da manhã. Trata-se do que há de pior no hotel. As mesas do restaurante são imundas, forradas com toalhas velhas e muito sujas. Os pães são murchos e os bolos esfarelados. Os frios se resumem a presunto e muçarela. As frutas são passadas e não há iogurte. E o pior: os copos e potes são descartáveis! Inacreditável um hotel adotar esse padrão. Já fiquei em outros hotéis da rede Bittar e não me lembro de ter passado por essa experiência. Sugiro ao hotel rever, com urgência, esse procedimento.
"	neutro
4294	"Hotel que precisa de atenções! Boas instalações. Serviço atencioso. Quarto e banheiro, sem ducha higiênica, de bons tamanhos. O colchão, para meu gosto, é muito macio. Lençóis de boa qualidade. Check In e Check out rápidos.
"	neutro
4295	"A estrutura do hotel é boa e o quarto bem espaçoso, porém o café da manhã é terrível: sujo, mal apresentado, garçons desatenciosos, péssima qualidade. Para piorar tudo, os copos são de plástico!!! Experiência irritante e decepcionante. Realmente desaconselho hospedagem neste hotel.
"	negativo
4296	"Hotel antigo, não diria velho, mas na média do que Brasília oferece. Achei o quarto bem confortável, com camas novas e roupa de cama agradável. O box do banheiro não é bom, vaza muita água, e é um defeito de concepção de projeto, certamente os outros quartos serão iguais. A limpeza é boa, mas não impecável. O café da manhã é razoável, sem firula. A ""academia"" é muito fraca, tem duas esteiras e um aparelho.
"	neutro
4297	"A localização e o café da manhã são pontos positivos do hotel. Já com relação aos pontos negativos, posso externar principalmente, que a equipe da recepção não manteve o valor da diária cadastrado no ato da reserva, o que me gerou alguma insatisfação.
"	neutro
4298	"Hotel honesto, com boa localização no setor hoteleiro Sul de Brasília, o Hotel Grand Bittar é uma opção bem razoável e com preço adequado. O café da manhã é variado, mas sem grandes diferenciais. O atendimento é atencioso.
"	neutro
4299	"Um hotel q parou no tempo do JK!!! Camas péssimas! Travesseiros horríveis! Atendimento mediano! Café muito pobre! Recepção com móveis de 1970! Internet... talvez nem saibam oq é ainda... Repaginação urgente!!! JV
"	negativo
4300	"Quartos pequenos, internet paga e ruim, carpete sujo e fedorento. Televisão pequena e toda hora falha o sinal. O acesso ao banheiro é criminoso com um degrau mega alto. O jantar buffet é caro e muito fraco.
"	negativo
4301	"Hotel OK, simples, mas confortável que se destaca pelo serviço e atendimento. Tive problemas com a internet e fui excelentemente bem auxiliado pelo funcionário Lino. Esqueci um casaco da marca Prada no armário do quarto, ele foi guardado e devolvido pelo mesmo funcionário. Quartos amplos e com o conforto mínimo necessário para uma viagem de trabalho.
"	positivo
4302	"Hotel muito bom, perto do shopping portal brasil e da churrascaria fogo de chão. E de fácil acesso. Café da manhã muito bom. O local de espera de Uber ou taxi do lado de fora. Precisa ser melhorado. Quartos muito bons. O cofre do meu quarto não estava funcionando. E a demora para trazer um pedido simples como agua.
"	positivo
4303	"Hotel antigo, a recepção tem pouco espaço para a demanda, bem como os elevadores (demoram DEMAIS) e a internet dos quartos é paga e lenta. Por outro lado, o quarto que fiquei foi excelente, muito distante das muitas críticas recebidas (acho que dei sorte). Cama e travesseiros confortáveis, cofre de bom tamanho, não percebi nenhum odor do carpete, o ar-condicionado funcionou bem, bem como as facilidades do quarto (frigobar, secador, chuveiro elétrico). Já vi cafés da manhã mais diversificados em hotéis de menor calibre, mas estava tudo dentro do esperado.
"	positivo
4304	"Quartos amplos mas bem castigados. Atendimento péssimo com funcionarios despreparados e descompromissados... não sabem nada... nao resolvem nada e ainda dão informações erradas. Um caos. Extremamente barulhento. Mesmo estando em andar alto pois os lixos sao rerirados de madrugada. Restaurante bem fraquinho. Salas de convenções velhas e com total desorganização por parte dos responsáveis pela area de eventos. Não recomendo. Um caos.
"	negativo
4305	"Hotel antigo. Balcão da recepção pequeno para o volume de pessoas. Elevadores antigos e panorâmicos. Os quartos tem ar condicionado central e controle quebrado. Cheiro de mofo no carpete. A Internet é paga (acreditem). A localização é ótima para quem vai ao Manu Garricha e ao Fogo de Chão. O banheiro e amplo com poucas luzes. Há sacada. O café da manhã é ruim e o atendimento amador.
"	negativo
4306	"Hotel com história em cada canto mas não funciona mais ... ar condicionado central legal, funcionários não são muito prestativos , perde facilmente gentileza diante da reclamação em qq nível. Banheiro amplo porém pouco funcional , até melhor Mercure ou ibis. Nível de 3 estrela mas cobra como 4
"	neutro
4307	"Passamos um dia, day use no hotel. Quarto é gigante com camas boas e ótimo banheiro. Ficamos num quarto acessível. O hotel está um pouco caído, já deve ter visto dias melhores. Localização boa, perto do Shopping
"	positivo
4308	"Infelizmente a minha hospedagem no Grand Bittar foi marcada pela falta de um bom serviço. A equipe sempre foi educada, e a infraestrutura do hotel é boa: quartos com bom espaço, banheiros muito espaçoso e bem ventilado, camas confortáveis e boa localização. Mas nada disso é acompanhado de bons serviços: Precisei do restaurante a 1 da manhã, e o telefone simplesmente não atendia. Liguei na recepção e fui informado que o responsável, deveria estar entregando alguma coisa, e que tentasse novamente: nada feito! Tentei por volta de 30 minutos e eu e minha amiga fomos dormir com fome, vencidos pelo sono. O café da manhã é fraco, com o básico e demoram repor as opções faltantes. O Hotel tem estacionamento pequeno e precisa deixar a chave na recepção. Internet wifi é paga (11 reais 24 hs). Precisam melhorar os serviços.
"	negativo
4309	"Este hotel já deve ter tido tempos melhores, mas os quartos são bons e as camas são muito confortáveis. No meu caso tive problema com o ar condicionado eu estava com o controle do quarto quebrado, mas como estava muito cansado, preferi dormir do que reclamar. O hotel também tem a vantagem de ser muito próximo do shopping Pátio Brasil.
"	neutro
4310	"Bem localizado, perto da Torre, shopping, fácil para chegar à Esplanada dos Ministérios, Congresso, etc. Um bom café da manha, bom atendimento, elevador panorâmico, bem arejado, ótima vista, muito limpo. Recomendo!
"	positivo
4311	"O Hotel é antigo, porém reformado. Faltam tomadas para carregar aparelhos eletrônicos. Os atendentes são muito cordiais e solícitos. A internet é paga a parte, e esse achei um ponto negativo. Enfim, atendeu o que precisei em uma rápida estadia.
"	neutro
4312	"Minha expectativa era maior devido as fotos do site... mas considero razoável para uma pernoite. Café da manhã fraco, poucas opções, com copo descartável, sucos ruins, mesa c toalhas sujas, porem c ótimo atendimento... uma pena!!
"	neutro
4313	"O hotel é muito confortável, bem localizado, com excelente atendimento. Muito bom café da manhã e o restaurante com cozinha internacional. Próximo a Esplanada dos Ministérios. Apartamento com banheira de hidro, Home office e serviço de quarto excelente.
"	positivo
4314	"Se vai a Brasilia a Negocios e quer um hotel com fácil acesso à esplanada dos Ministérios esse pode ser uma boa opção. O preço é bem convidativo, mas o café não é bom, não tem wifi nos quartos e precisa de uma reforma.
"	neutro
4315	"Hotel com ótima localização, funcionários atenciosos, café da manhã maravilhoso. Seja a passeio ou negócios, super recomendo!!! Hotel ainda possui piscina , sauna e agendamento de passeios por Brasília (valor cobrado a parte).
"	positivo
4316	"Terceira vez que me hospedo nesse hotel, e acabo escolhendo pelo preço. O hotel não tem nada de extraodinários, os quartos são amplos e limpos, os serviços razoáveis. O serviço de internet é cobrado a parte, café da manhã sem muitas opções e o banheiro tem uma janela na área do banho que dá sensação que você fica exposta para outros prédios. Além disso, essa janela no banheiro não se fecha, não tem cortina, o que permite a entrada de luz no quarto.
"	neutro
4317	"Hotel necessitando de algumas modernizações, como ducha higiênica e wi-fi nos quartos, melhor manutenção do elevador (o elevador quebrou e minha esposa e filha ficaram presas e o interfone do elevador não funcionou, tivemos que acionar a portaria por telefone celular). Quarto grande e confortável, limpeza muito boa, funcionários atenciosos e bom café da manhã. Não tem wi-fi nos quartos e a grade das varandas é muito baixo para quem tem crianças.
"	positivo
4318	"Muito confortável, faz jus ao preço... Café da manhã de primeira. Estive no começo de Janeiro com minha família, estávamos de passagens conhecendo algumas cidades do centro oeste... \depois de inúmeras paradas em lugares pequenos este foi o primeiro pouso de primeira linha... Recomendo.
"	positivo
4319	"Apesar de uma estada rápida, foi uma ótima experiência: atendimento, conforto, limpeza, localização e serviços. O quarto é super confortável. Só estranhei a louça descartável no café da manhã. Recomendo!
"	positivo
4320	"Hotel com excelente quarto, mobília e atendentes. Elevadores panorâmicos de bom espaço interno, ambiente sofisticado e atenção aos detalhes. Contudo, devido à época (dia 25 de dezembro), o hotel estava vazio e isso talvez tenha comprometido o sistema de aquecimento de água. Para tomar banho foi necessário desperdiçar cerca de 20 (vinte!) minutos de água (torneiras e chuveiro aberto) até que ficasse morna. Ao tentarmos utilizar a banheira, uma surpresa desagradável: a água saiu em tom marrom claro, e depois vieram flocos de algas e outros corpos estranhos. Por via das dúvidas desistimos e ficamos só com o chuveiro. Outro ponto que merece ser relatado é que perdemos a hora para o café e, ligando no restaurante, nos informaram que nos aguardariam até 10:20 a. m. contudo, chegamos as 10:08 a. m. e as portas já estavam fechadas. Creio que a única crítica aqui seria que se não fosse possível esperar até o horário informado, melhor não falar que pode aguardar.
"	positivo
4321	"Sou cliente desde muito tempo do Grand Bittar, só elogios ao hotel , custo beneficio muito bem recomendável , porém hoje 31/12 o café da manha deixou muito , mas muito mesmo a desejar , fica aqui meu recado e espero melhoras pra amanhã
"	positivo
4322	"Ótima relação custo-benefício! Muito bem localizado. Confortável. Limpo. Os atendentes poderiam ser melhor treinados, mas isso não é um impeditivo. O café da manhã não é dos melhores, mas isso é típico daquela parte do setor hoteleiro sul. Ah, a internet é paga.
"	neutro
4323	"A localização do hotel é muito boa. Está próximo ao shopping Pátio Brasil e também ao Outback É imponente, reformado. Precisa moderniza-lo no sentido de retirar carpete do quarto. Quem tem rinite... o quarto cheirava a cigarro. Fiquei neste hotel como indicação da agência , mas não recomendo.
"	neutro
4324	"O Hotel é bem localizado, fica bem próximo ao Pátio Brasil Shopping, perto da torre de TV e da feirinha de artesanato. Apesar de termos feito a reserva de um quarto sem carpete, o que nos foi oferecido foi com carpete, que por sinal, estava... 
"	negativo
4325	"Péssimo hotel . Tapetes dos quartos com cheiro ruim e manchados, teto do banheiro com infiltração e parte hidráulica com defeito. Conveniências de péssima qualidade. Serviço de quarto péssimo , sem sequer haver cardápio disponível nos quartos. Arruaça pela madrugada atrapalhando o descanso. Café da... 
"	negativo
4326	"O hotel tem uma recepção atenciosa. O hotel é antigo mas as acomodações passaram por reforma e o quarto que fiquei é muito espaçoso e a cama confortável. A academia é muito pequena. Também possuem um restaurante razoável com comidas simples, mas se fizerem pedidos... 
"	positivo
4327	"Venho sempre a brasilia a negocios e devido a proximidade de meus clientes tenho escolhido o bittar pela boa relacao custo x beneficio. porem das ultimas duas vezes tenho percebido um decrescimo na qualidade dos servicos prestados. o cafe da manha empobreceu demais sendo q desta ultima... 
"	neutro
4328	"É um bom hotel! Um café da manhã muito bom! Piscina bacana. Quartos limpos. Entretanto não tem wi fi nos quartos e pra quem viaja a trabalho e precisa de privacidade, este é um ponto básico de comodidade. Na academia não oferece toalhas, lenços descartáveis... 
"	neutro
4329	"Ótima localização, custo beneficio, o melhor, lugar muito moderno com quartos super confortáveis, não há qualquer detalhe para falar mal Do hotel, inclusive dele dá para ir ao shopping, praça da antena é demais pontos De Turismo do DF.
"	positivo
4330	"Não tem nenhum diferencial. A localização é razoável e o café da manhã estava bom. A banheira vem sem tampa para que você não a use, a internet do quarto é paga, enfim, muita sovinez. Não merece 4 estrelas.
"	neutro
4331	"O Gran Bittar é um bom hotel. Tem o melhor chuveiro de Brasília! Só quem sabe do poder revigorante de um bom banho sabe do que falo. O café da manhã é excelente, diversificado e gostoso. Agora, me decepcionei com o quarto. O carpete estava com um cheiro de molhado, tinha tomadas quebradas e o controle do ar-condicionado também estava quebrado. Informei a recepção e a tomada foi trocada, mas o controle do ar, não. Parece que está pecando na manutenção de seus apartamentos. Se não cuidar, perde uma estrela.
"	positivo
4332	"Me hospedei por ocasião de um curso realizado em um hotel nas proximidades. Pessoal da recepção e do serviço de quarto muito atencioso. Quarto grande e muito confortável. Um monte de travesseiros na cama, lençois brancos e limpos, com bom aspecto. É um hotel antigo mas que mantém o conforto e a sofisticação. O banho era excelente. As coisas que me incomodaram mais foi o carpete, mas é uma coisa muito pessoal pois tenho alergia e acaba piorando um pouco, e o fato de o wi-fi ser pago no quarto. Talvez se esse valor fosse ""embutido"" nas diárias seria muito mais agradável, mesmo pagando um pouco a mais. Tive um problema com o ar condicionado do meu quarto e fui prontamente atendida pela equipe de manutenção, todos muito cordiais, O café da manhã era muito bom. Recomendo!
"	positivo
4333	"Hotel requintado, cinco estrelas, excelência em atendimento, restaurante perfeito, culinária excelente, ótima localização, conforto sem igual, ambiente perfeito para hospedagem em família, convenções, e diversão.
"	positivo
4334	"Hotel velho, banheira e bidé no banheiro, sendo a banheira mai cuidada. Café da manhã com frutas cansadas, sem Grill ou opção de ovos mexidos. Se diz 5 estrelas, só que não. Além disso O hotel não oferece wi-fi gratuito.
"	negativo
4335	"Uma ótima alternativa! Quartos amplos, limpos, modernos, sem carpetes. Café da manhã bom. Localização excelente, bem perto do shopping Brasil e do Parque da Cidade, o q favorece para quem gosta de caminhar ou correr. A única coisa q poderia melhorar é o fato da internet ser cobrada. Hotéis com tarifa mais barata oferecem internet wi-fi gratuita.
"	positivo
4336	"Apenas ok, boa localização, mas as instalações estão um pouco antigas, tapetes sujos e com aparência desgastada no saguão do hotel! Ficamos apenas 1 dia e um dos elevadores apresentou problemas, superlotando o outro. A cama é confortável, travesseiros ok! O único inconveniente foi que solicitei um ferro para passar e não havia, a moça me informou que só a partir das 20:00 da noite teria alguém que pudesse passar uma camisa! Chegamos de um evento de madrugada e não havia mais vagas no estacionamento e tivemos que deixar o carro na frente do hotel.
"	neutro
4337	"- Um hotel cuja fachada parece não dispor dos melhores cuidados. Vidros quebrados e aparência muito mal conservada. - Atendimento muito bom e eficiente. - Área de lazer do hotel muito aquém do que se espera. Piscina parece estar abandonada assim como a fachada do hotel. - Não dispõem de serviço de quarto para alimentação no período da noite. Se quer existe cardápio do restaurante com opções de simples petiscos ou lanches. - Quarto confortável e uma boa vista. - Ar condicionado sofrível. A regulagem parece ficar padronizada nos 24 graus e ponto final. Na minha avaliação, engana no que propaga e o classificaria como um 3 estrelas e nada a mais.
"	neutro
4338	"Boas instalações. O banheiro precisa ser melhorado. Quartos limpos e amplos, as roupas de cama e banho são bem confiáveis, limpas. Boa localização e fácil acesso aos meios de transporte. Bom atendimento.
"	neutro
4339	"Fomos enviados do Phenícia (estava em manutenção). Hotel 5 estrelas com localização excelente! Está ao lado do Shopping Venâncio, onde fica o CASV (fomos à pé - 2 min) e ao lado do Pátio Brasil. É perto de tudo, há poucos minutos de carro dos pontos turísticos de Brasília. O banheiro parecei ter um vazamento e estava com mal cheiro. Como ficamos apenas um dia para ir ao CASV, não nos preocupamos muito com essas coisas. O quarto é espaçoso e o café é farto. As dependências do hotel também são excelentes. No mais, hotel bastante satisfatório. Valeu a pena.
"	positivo
4340	"O quarto era grande, limpo, cama e travesseiros confortáveis. A decoração e banheiro precisam melhorar, pois estão meio datados. A recepção foi atenciosa. O espaço ""fitness"" era minúsculo. O café da manhã é bom. Achei o restaurante do hotel muito bom. Para uma viagem a trabalho é uma boa opção.
"	neutro
4341	"A internet do hotel e paga, valor 11 reais 24 horas. Do resto e normal quarto e camas confortável, localização excelente. Preco razoável pelo que o hotel oferece tv tela plana ar condicionado e varanda nos quartos.
"	neutro
4342	"Ótimo hotel, com excelente localização, próximo ao Venâncio 2000 , CASV, Fogo de Chão (churrascaria), Torre de Televisão e um shopping, a dez minutos da maioria das atrações turísticas e históricas de Brasília. Oferece quartos com laminado (nossa opção), bom café da manhã. Nos hospedaríamos novamente neste hotel.
"	positivo
4343	"Atendimento dos funcionários da recepção foi excelente, foram muito atenciosos. O mesmo não pode ser dito dos garçons no café da manhã que demoravam muito para repor os alimentos do buffet. O quarto era amplo e bem agradável e tinha uma vista linda. O ponto negativo em minha opinião é cobrarem taxa de uso de wi-fi nos quartos
"	positivo
4344	"Esse hotel é apenas normal. Nenhum destaque para essa 4 a. Estrela... Refeição normal, apartamentos com cheiro de umidade (sim tive que trocar por causa do excessivo barulho no ralo da sacada). Quartos tem um tamanho bom e mobiliário sem charme. Banheiro poderia ser melhor. Metais desgastados e louças ""antigas"". TV a cabo com pacote básico de canais. Destaque para o serviço atencioso da recepção e do serviço de quarto. Fora isso é um 3 estrelas!!
"	neutro
4345	"Fiquei no hotel em viagem a trabalho. Os quartos mais altos têm uma vista bonita da cidade, assim como o elevador panorâmico (embora um deles estivesse parado, o que complicou um pouco a logística). O café da manhã e farto e bom. Quarto limpo. Funcionários atenciosos. Não é um hotel luxuoso, mas cumpre muito bem seu papel.
"	positivo
